,ds,Valor
1001,2023-01-28,504.120783
1002,2023-01-29,504.000775
1003,2023-01-30,504.304619
1004,2023-01-31,504.28001
1005,2023-02-01,504.035244
1006,2023-02-02,503.818313
1007,2023-02-03,503.618262
1008,2023-02-04,504.099955
1009,2023-02-05,504.353495
1010,2023-02-06,503.511989
1011,2023-02-07,504.148724
1012,2023-02-08,504.105439
1013,2023-02-09,503.949647
1014,2023-02-10,503.810066
1015,2023-02-11,504.146341
1016,2023-02-12,504.128513
1017,2023-02-13,504.106754
1018,2023-02-14,504.240517
1019,2023-02-15,504.042808
1020,2023-02-16,506.192246
1021,2023-02-17,506.132342
1022,2023-02-18,506.122269
1023,2023-02-19,505.609812
1024,2023-02-20,505.265451
1025,2023-02-21,507.20642
1026,2023-02-22,503.38629
1027,2023-02-23,503.257589
1028,2023-02-24,506.116538
1029,2023-02-25,506.205798
1030,2023-02-26,506.19694
1031,2023-02-27,505.787632
1032,2023-02-28,503.087569
1033,2023-03-01,506.193367
1034,2023-03-02,505.809742
1035,2023-03-03,506.445018
1036,2023-03-04,506.414211
1037,2023-03-05,503.727007
1038,2023-03-06,504.650141
1039,2023-03-07,506.498227
1040,2023-03-08,506.085151
1041,2023-03-09,506.178341
1042,2023-03-10,506.940549
1043,2023-03-11,507.020279
1044,2023-03-12,506.494307
1045,2023-03-13,505.257879
1046,2023-03-14,506.613594
1047,2023-03-15,506.347353
1048,2023-03-16,506.562118
1049,2023-03-17,504.713453
1050,2023-03-18,504.225438
1051,2023-03-19,505.597953
1052,2023-03-20,504.651862
1053,2023-03-21,504.680447
1054,2023-03-22,504.389968
1055,2023-03-23,504.819826
1056,2023-03-24,504.347133
1057,2023-03-25,504.545241
1058,2023-03-26,504.459671
1059,2023-03-27,505.946014
1060,2023-03-28,506.025431
1061,2023-03-29,507.756415
1062,2023-03-30,506.573871
1063,2023-03-31,507.216465
1064,2023-04-01,507.044763
1065,2023-04-02,506.44916
1066,2023-04-03,507.261751
1067,2023-04-04,506.043395
1068,2023-04-05,506.682498
1069,2023-04-06,505.64883
1070,2023-04-07,507.421522
1071,2023-04-08,507.787543
1072,2023-04-09,507.354522
1073,2023-04-10,507.406449
1074,2023-04-11,507.774011
1075,2023-04-12,507.105704
1076,2023-04-13,506.801378
1077,2023-04-14,507.214841
1078,2023-04-15,507.2599
1079,2023-04-16,507.218476
1080,2023-04-17,506.918588
1081,2023-04-18,506.597461
1082,2023-04-19,505.854946
1083,2023-04-20,507.990995
1084,2023-04-21,505.809445
1085,2023-04-22,505.669553
1086,2023-04-23,506.991061
1087,2023-04-24,509.201315
1088,2023-04-25,508.004915
1089,2023-04-26,506.61788
1090,2023-04-27,508.275944
1091,2023-04-28,509.249711
1092,2023-04-29,509.001247
1093,2023-04-30,508.648584
1094,2023-05-01,510.224365
1095,2023-05-02,509.495256
1096,2023-05-03,508.182465
1097,2023-05-04,509.965656
1098,2023-05-06,508.947051
1099,2023-05-07,507.884892
1100,2023-05-08,508.062183
1101,2023-05-09,509.491822
1102,2023-05-10,508.734982
1103,2023-05-11,508.707748
1104,2023-05-12,509.768345
1105,2023-05-13,509.641376
1106,2023-05-14,515.185512
1107,2023-05-15,525.065354
1108,2023-05-16,527.388841
1109,2023-05-17,539.975549
1110,2023-05-18,538.896118
1111,2023-05-19,540.324052
1112,2023-05-20,540.2598
1113,2023-05-21,539.062251
1114,2023-05-22,539.116726
1115,2023-05-23,539.348395
1116,2023-05-24,539.838113
1117,2023-05-25,545.272847
1118,2023-05-26,552.246873
1119,2023-05-27,552.078915
1120,2023-05-28,554.921443
1121,2023-05-29,566.698116
1122,2023-05-30,569.333357
1123,2023-05-31,583.251372
1124,2023-06-01,589.03956
1125,2023-06-02,596.539678
1126,2023-06-03,596.418107
1127,2023-06-04,596.091408
1128,2023-06-05,604.255874
1129,2023-06-06,606.308468
1130,2023-06-07,612.333888
1131,2023-06-08,612.216131
1132,2023-06-09,638.010657
1133,2023-06-10,638.273735
1134,2023-06-11,663.941853
1135,2023-06-12,675.389091
1136,2023-06-13,676.20607
1137,2023-06-14,693.444407
1138,2023-06-15,703.370558
1139,2023-06-16,704.310801
1140,2023-06-17,704.178642
1141,2023-06-18,712.426197
1142,2023-06-19,742.374405
1143,2023-06-20,750.628576
1144,2023-06-21,757.143682
1145,2023-06-22,783.181755
1146,2023-06-23,793.806025
1147,2023-06-24,793.7641
1148,2023-06-25,793.429295
1149,2023-06-26,796.794153
1150,2023-06-27,807.714505
1151,2023-06-28,824.82573
1152,2023-06-29,822.823999
1153,2023-06-30,824.49573
1154,2023-07-01,825.099241
1155,2023-07-02,823.931423
1156,2023-07-03,826.450696
1157,2023-07-04,823.848668
1158,2023-07-05,825.481213
1159,2023-07-06,825.308735
1160,2023-07-07,825.869383
1161,2023-07-08,825.846954
1162,2023-07-09,825.850183
1163,2023-07-10,824.521801
1164,2023-07-11,826.006063
1165,2023-07-12,826.762579
1166,2023-07-13,825.975998
1167,2023-07-14,823.739162
1168,2023-07-15,823.311912
1169,2023-07-16,822.975306
1170,2023-07-17,823.564753
1171,2023-07-18,825.313415
1172,2023-07-19,824.611055
1173,2023-07-20,825.64574
1174,2023-07-21,826.223788
1175,2023-07-22,826.076188
1176,2023-07-23,825.725003
1177,2023-07-24,826.043877
1178,2023-07-25,825.4135
1179,2023-07-26,825.005957
1180,2023-07-27,824.765095
1181,2023-07-28,824.107504
1182,2023-07-29,824.216142
1183,2023-07-30,824.979799
1184,2023-07-31,825.76683
1185,2023-08-01,825.928835
1186,2023-08-02,824.742275
1187,2023-08-03,827.508951
1188,2023-08-04,824.187823
1189,2023-08-05,824.169739
1190,2023-08-06,824.844347
1191,2023-08-07,824.76103
1192,2023-08-08,824.531488
1193,2023-08-09,823.964153
1194,2023-08-10,824.973116
1195,2023-08-11,824.02888
1196,2023-08-12,824.500283
1197,2023-08-13,824.907319
1198,2023-08-14,825.094331
1199,2023-08-15,826.657353
1200,2023-08-16,827.129744
1201,2023-08-17,827.163393
1202,2023-08-18,827.885941
1203,2023-08-19,827.810373
1204,2023-08-20,827.180479
1205,2023-08-21,826.253677
1206,2023-08-22,826.776783
1207,2023-08-23,827.471726
1208,2023-08-24,825.616767
1209,2023-08-25,824.754938
1210,2023-08-26,824.660873
1211,2023-08-27,824.529723
1212,2023-08-28,823.957443
1213,2023-08-29,825.200854
1214,2023-08-30,823.983923
1215,2023-08-31,825.050221
1216,2023-09-01,824.231651
1217,2023-09-02,824.498959
1218,2023-09-03,824.428861
1219,2023-09-04,824.461191
1220,2023-09-05,825.676978
1221,2023-09-06,825.803781
1222,2023-05-05,508.561667
1223,2023-09-07,827.26008
1224,2023-09-08,826.502281
