,Store,Date,Sales,Customers,DayOfWeek,Year,Month,Day
12881,17,2013-10-26,1971,313,6,2013,10,26
12882,17,2013-10-25,6285,815,5,2013,10,25
12883,17,2013-10-24,6472,841,4,2013,10,24
12884,17,2013-10-23,7095,897,3,2013,10,23
12885,17,2013-10-22,8017,988,2,2013,10,22
12886,17,2013-10-21,9760,1073,1,2013,10,21
12887,17,2013-10-19,2786,383,6,2013,10,19
12888,17,2013-10-18,5446,776,5,2013,10,18
12889,17,2013-10-17,5280,769,4,2013,10,17
12890,17,2013-10-16,5060,760,3,2013,10,16
12891,17,2013-10-15,5223,710,2,2013,10,15
12892,17,2013-10-14,5852,840,1,2013,10,14
12893,17,2013-10-12,3127,430,6,2013,10,12
12894,17,2013-10-11,7117,823,5,2013,10,11
12895,17,2013-10-10,7469,860,4,2013,10,10
12896,17,2013-10-09,8505,1020,3,2013,10,9
12897,17,2013-10-08,10094,1153,2,2013,10,8
12898,17,2013-10-07,11513,1238,1,2013,10,7
12899,17,2013-10-05,2500,342,6,2013,10,5
12900,17,2013-10-04,7042,977,5,2013,10,4
12901,17,2013-10-02,5142,807,3,2013,10,2
12902,17,2013-10-01,5125,822,2,2013,10,1
12903,17,2013-09-30,7247,981,1,2013,9,30
12904,17,2013-09-28,2581,349,6,2013,9,28
12905,17,2013-09-27,6735,903,5,2013,9,27
12906,17,2013-09-26,6800,870,4,2013,9,26
12907,17,2013-09-25,7565,915,3,2013,9,25
12908,17,2013-09-24,7375,970,2,2013,9,24
12909,17,2013-09-23,10006,1124,1,2013,9,23
12910,17,2013-09-21,2765,393,6,2013,9,21
12911,17,2013-09-20,4779,721,5,2013,9,20
12912,17,2013-09-19,5223,786,4,2013,9,19
12913,17,2013-09-18,4340,675,3,2013,9,18
12914,17,2013-09-17,5352,825,2,2013,9,17
12915,17,2013-09-16,4668,751,1,2013,9,16
12916,17,2013-09-14,2614,370,6,2013,9,14
12917,17,2013-09-13,6916,835,5,2013,9,13
12918,17,2013-09-12,7866,967,4,2013,9,12
12919,17,2013-09-11,7052,855,3,2013,9,11
12920,17,2013-09-10,8484,996,2,2013,9,10
12921,17,2013-09-09,9777,1130,1,2013,9,9
12922,17,2013-09-07,2452,357,6,2013,9,7
12923,17,2013-09-06,5186,772,5,2013,9,6
12924,17,2013-09-05,5193,764,4,2013,9,5
12925,17,2013-09-04,5315,743,3,2013,9,4
12926,17,2013-09-03,5310,832,2,2013,9,3
12927,17,2013-09-02,5824,811,1,2013,9,2
12928,17,2013-08-31,3040,421,6,2013,8,31
12929,17,2013-08-30,8558,1051,5,2013,8,30
12930,17,2013-08-29,7283,921,4,2013,8,29
12931,17,2013-08-28,7563,901,3,2013,8,28
12932,17,2013-08-27,8987,1088,2,2013,8,27
12933,17,2013-08-26,7669,935,1,2013,8,26
12934,17,2013-08-24,2110,350,6,2013,8,24
12935,17,2013-08-23,5301,803,5,2013,8,23
12936,17,2013-08-22,5244,807,4,2013,8,22
12937,17,2013-08-21,5030,775,3,2013,8,21
12938,17,2013-08-20,5422,813,2,2013,8,20
12939,17,2013-08-19,5084,768,1,2013,8,19
12940,17,2013-08-17,2830,388,6,2013,8,17
12941,17,2013-08-16,6590,876,5,2013,8,16
12942,17,2013-08-15,7124,907,4,2013,8,15
12943,17,2013-08-14,7961,968,3,2013,8,14
12944,17,2013-08-13,8532,1029,2,2013,8,13
12945,17,2013-08-12,10763,1200,1,2013,8,12
12946,17,2013-08-10,2296,346,6,2013,8,10
12947,17,2013-08-09,5350,758,5,2013,8,9
12948,17,2013-08-08,5557,795,4,2013,8,8
12949,17,2013-08-07,4345,677,3,2013,8,7
12950,17,2013-08-06,5001,750,2,2013,8,6
12951,17,2013-08-05,5762,855,1,2013,8,5
12952,17,2013-08-03,2595,361,6,2013,8,3
12953,17,2013-08-02,6608,860,5,2013,8,2
12954,17,2013-08-01,7603,941,4,2013,8,1
12955,17,2013-07-31,9865,1103,3,2013,7,31
12956,17,2013-07-30,9379,1084,2,2013,7,30
12957,17,2013-07-29,10772,1147,1,2013,7,29
12958,17,2013-07-27,2567,324,6,2013,7,27
12959,17,2013-07-26,4825,664,5,2013,7,26
12960,17,2013-07-25,4695,681,4,2013,7,25
12961,17,2013-07-24,4816,678,3,2013,7,24
12962,17,2013-07-23,5170,708,2,2013,7,23
12963,17,2013-07-22,5289,727,1,2013,7,22
12964,17,2013-07-20,2721,361,6,2013,7,20
12965,17,2013-07-19,6497,859,5,2013,7,19
12966,17,2013-07-18,6852,876,4,2013,7,18
12967,17,2013-07-17,7644,920,3,2013,7,17
12968,17,2013-07-16,9223,1071,2,2013,7,16
12969,17,2013-07-15,11803,1251,1,2013,7,15
12970,17,2013-07-13,3181,399,6,2013,7,13
12971,17,2013-07-12,5837,780,5,2013,7,12
12972,17,2013-07-11,6028,819,4,2013,7,11
12973,17,2013-07-10,6132,819,3,2013,7,10
12974,17,2013-07-09,5434,815,2,2013,7,9
12975,17,2013-07-08,5727,833,1,2013,7,8
12976,17,2013-07-06,2572,383,6,2013,7,6
12977,17,2013-07-05,7540,931,5,2013,7,5
12978,17,2013-07-04,8797,1041,4,2013,7,4
12979,17,2013-07-03,8149,944,3,2013,7,3
12980,17,2013-07-02,8580,1070,2,2013,7,2
12981,17,2013-07-01,9751,1134,1,2013,7,1
12982,17,2013-06-29,2999,399,6,2013,6,29
12983,17,2013-06-28,6665,907,5,2013,6,28
12984,17,2013-06-27,5674,779,4,2013,6,27
12985,17,2013-06-26,4936,696,3,2013,6,26
12986,17,2013-06-25,5218,719,2,2013,6,25
12987,17,2013-06-24,5518,804,1,2013,6,24
12988,17,2013-06-22,2332,367,6,2013,6,22
12989,17,2013-06-21,7590,920,5,2013,6,21
12990,17,2013-06-20,5778,724,4,2013,6,20
12991,17,2013-06-19,5940,758,3,2013,6,19
12992,17,2013-06-18,7350,933,2,2013,6,18
12993,17,2013-06-17,9765,1092,1,2013,6,17
12994,17,2013-06-15,2347,351,6,2013,6,15
12995,17,2013-06-14,5393,780,5,2013,6,14
12996,17,2013-06-13,5261,753,4,2013,6,13
12997,17,2013-06-12,5308,723,3,2013,6,12
12998,17,2013-06-11,5170,795,2,2013,6,11
12999,17,2013-06-10,4926,691,1,2013,6,10
13000,17,2013-06-08,2768,364,6,2013,6,8
13001,17,2013-06-07,6783,873,5,2013,6,7
13002,17,2013-06-06,6740,916,4,2013,6,6
13003,17,2013-06-05,7257,920,3,2013,6,5
13004,17,2013-06-04,7996,1027,2,2013,6,4
13005,17,2013-06-03,9928,1161,1,2013,6,3
13006,17,2013-06-01,2705,390,6,2013,6,1
13007,17,2013-05-31,8886,1085,5,2013,5,31
13008,17,2013-05-30,7976,992,4,2013,5,30
13009,17,2013-05-29,7154,875,3,2013,5,29
13010,17,2013-05-28,8755,1057,2,2013,5,28
13011,17,2013-05-27,8757,1013,1,2013,5,27
13012,17,2013-05-25,2693,350,6,2013,5,25
13013,17,2013-05-24,5425,796,5,2013,5,24
13014,17,2013-05-23,5341,753,4,2013,5,23
13015,17,2013-05-22,4832,700,3,2013,5,22
13016,17,2013-05-21,6101,894,2,2013,5,21
13017,17,2013-05-18,2161,308,6,2013,5,18
13018,17,2013-05-17,6353,825,5,2013,5,17
13019,17,2013-05-16,6930,910,4,2013,5,16
13020,17,2013-05-15,7583,949,3,2013,5,15
13021,17,2013-05-14,8370,1025,2,2013,5,14
13022,17,2013-05-13,9247,1088,1,2013,5,13
13023,17,2013-05-11,2750,381,6,2013,5,11
13024,17,2013-05-10,7012,984,5,2013,5,10
13025,17,2013-05-08,5901,840,3,2013,5,8
13026,17,2013-05-07,5533,822,2,2013,5,7
13027,17,2013-05-06,5530,856,1,2013,5,6
13028,17,2013-05-04,2574,383,6,2013,5,4
13029,17,2013-05-03,7035,927,5,2013,5,3
13030,17,2013-05-02,8418,1096,4,2013,5,2
13031,17,2013-04-30,10179,1181,2,2013,4,30
13032,17,2013-04-29,9439,1111,1,2013,4,29
13033,17,2013-04-27,2588,334,6,2013,4,27
13034,17,2013-04-26,6091,796,5,2013,4,26
13035,17,2013-04-25,6000,809,4,2013,4,25
13036,17,2013-04-24,6640,844,3,2013,4,24
13037,17,2013-04-23,8176,1022,2,2013,4,23
13038,17,2013-04-22,9184,1091,1,2013,4,22
13039,17,2013-04-20,2463,357,6,2013,4,20
13040,17,2013-04-19,5000,756,5,2013,4,19
13041,17,2013-04-18,4358,705,4,2013,4,18
13042,17,2013-04-17,4369,690,3,2013,4,17
13043,17,2013-04-16,4692,734,2,2013,4,16
13044,17,2013-04-15,4474,722,1,2013,4,15
13045,17,2013-04-13,2543,364,6,2013,4,13
13046,17,2013-04-12,7528,847,5,2013,4,12
13047,17,2013-04-11,7112,882,4,2013,4,11
13048,17,2013-04-10,7066,858,3,2013,4,10
13049,17,2013-04-09,8591,1019,2,2013,4,9
13050,17,2013-04-08,10741,1160,1,2013,4,8
13051,17,2013-04-06,2938,356,6,2013,4,6
13052,17,2013-04-05,5994,828,5,2013,4,5
13053,17,2013-04-04,6071,856,4,2013,4,4
13054,17,2013-04-03,6093,806,3,2013,4,3
13055,17,2013-04-02,5706,912,2,2013,4,2
13056,17,2013-03-30,5202,693,6,2013,3,30
13057,17,2013-03-28,9529,1217,4,2013,3,28
13058,17,2013-03-27,9568,1090,3,2013,3,27
13059,17,2013-03-26,10068,1181,2,2013,3,26
13060,17,2013-03-25,11097,1161,1,2013,3,25
13061,17,2013-03-23,2867,371,6,2013,3,23
13062,17,2013-03-22,7522,917,5,2013,3,22
13063,17,2013-03-21,7760,939,4,2013,3,21
13064,17,2013-03-20,6764,792,3,2013,3,20
13065,17,2013-03-19,8598,986,2,2013,3,19
13066,17,2013-03-18,11178,1175,1,2013,3,18
13067,17,2013-03-16,2834,366,6,2013,3,16
13068,17,2013-03-15,5810,823,5,2013,3,15
13069,17,2013-03-14,5111,758,4,2013,3,14
13070,17,2013-03-13,4889,721,3,2013,3,13
13071,17,2013-03-12,3707,570,2,2013,3,12
13072,17,2013-03-11,4348,665,1,2013,3,11
13073,17,2013-03-09,2790,344,6,2013,3,9
13074,17,2013-03-08,6583,848,5,2013,3,8
13075,17,2013-03-07,7413,918,4,2013,3,7
13076,17,2013-03-06,7829,944,3,2013,3,6
13077,17,2013-03-05,10182,1172,2,2013,3,5
13078,17,2013-03-04,12584,1291,1,2013,3,4
13079,17,2013-03-02,3131,421,6,2013,3,2
13080,17,2013-03-01,6332,808,5,2013,3,1
13081,17,2013-02-28,6248,859,4,2013,2,28
13082,17,2013-02-27,5027,692,3,2013,2,27
13083,17,2013-02-26,4561,726,2,2013,2,26
13084,17,2013-02-25,4582,641,1,2013,2,25
13085,17,2013-02-23,2124,276,6,2013,2,23
13086,17,2013-02-22,6630,828,5,2013,2,22
13087,17,2013-02-21,7538,899,4,2013,2,21
13088,17,2013-02-20,7416,911,3,2013,2,20
13089,17,2013-02-19,8177,929,2,2013,2,19
13090,17,2013-02-18,10781,1198,1,2013,2,18
13091,17,2013-02-16,2427,336,6,2013,2,16
13092,17,2013-02-15,5625,807,5,2013,2,15
13093,17,2013-02-14,5804,826,4,2013,2,14
13094,17,2013-02-13,5437,791,3,2013,2,13
13095,17,2013-02-12,5142,768,2,2013,2,12
13096,17,2013-02-11,5194,746,1,2013,2,11
13097,17,2013-02-09,2458,346,6,2013,2,9
13098,17,2013-02-08,6555,872,5,2013,2,8
13099,17,2013-02-07,7294,919,4,2013,2,7
13100,17,2013-02-06,7394,903,3,2013,2,6
13101,17,2013-02-05,8949,1043,2,2013,2,5
13102,17,2013-02-04,9388,1053,1,2013,2,4
13103,17,2013-02-02,3156,410,6,2013,2,2
13104,17,2013-02-01,5781,780,5,2013,2,1
13105,17,2013-01-31,6344,846,4,2013,1,31
13106,17,2013-01-30,3955,577,3,2013,1,30
13107,17,2013-01-29,4810,708,2,2013,1,29
13108,17,2013-01-28,4472,674,1,2013,1,28
13109,17,2013-01-26,2473,340,6,2013,1,26
13110,17,2013-01-25,6852,871,5,2013,1,25
13111,17,2013-01-24,7580,852,4,2013,1,24
13112,17,2013-01-23,7165,841,3,2013,1,23
13113,17,2013-01-22,9034,969,2,2013,1,22
13114,17,2013-01-21,8783,930,1,2013,1,21
13115,17,2013-01-19,2638,340,6,2013,1,19
13116,17,2013-01-18,4877,704,5,2013,1,18
13117,17,2013-01-17,4576,662,4,2013,1,17
13118,17,2013-01-16,4405,678,3,2013,1,16
13119,17,2013-01-15,5158,738,2,2013,1,15
13120,17,2013-01-14,4750,702,1,2013,1,14
13121,17,2013-01-12,3031,385,6,2013,1,12
13122,17,2013-01-11,7711,937,5,2013,1,11
13123,17,2013-01-10,7259,935,4,2013,1,10
13124,17,2013-01-09,7450,936,3,2013,1,9
13125,17,2013-01-08,9034,1087,2,2013,1,8
13126,17,2013-01-07,11279,1220,1,2013,1,7
13127,17,2013-01-05,2576,353,6,2013,1,5
13128,17,2013-01-04,5853,775,5,2013,1,4
13129,17,2013-01-03,5102,768,4,2013,1,3
13130,17,2013-01-02,5593,827,3,2013,1,2
